Brand Name,Website,Country,Category,Price Tier,API/Affiliate Available,Integration Type,Priority,Source,Logo Path,Logo Status
Day Birger et Mikkelsen,day.dk,Denmark,Contemporary,Mid-High,Yes,Affiliate,Low,Competitor,,MISSING
Designers Remix,designersremix.com,Denmark,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Rains,rains.com,Denmark,Outerwear,Mid,Yes,Affiliate,High,Competitor,,MISSING
Stutterheim,stutterheim.com,Sweden,Outerwear,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
Holzweiler,holzweiler.no,Norway,Contemporary,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
REMAIN Birger Christensen,remainbirgerchristensen.com,Denmark,Designer,High,Yes,Affiliate,High,Competitor,,MISSING
By Ti Mo,byti.mo,Norway,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Ganni,ganni.com,Denmark,Designer,High,Yes,Affiliate,Critical,Competitor,,MISSING
Rotate,rotate.com,Denmark,Designer,High,Yes,Affiliate,High,Competitor,,MISSING
Han Kjøbenhavn,hankjobenhavn.com,Denmark,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
A.P.C.,apc-us.com,France,Contemporary,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
AMI,amiparis.com,France,Designer,High,Limited,Manual,High,Competitor,,MISSING
Maison Kitsuné,maisonkitsune.com,France/Japan,Contemporary,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
agnès b.,agnesb.com,France,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
American Vintage,americanvintage-store.com,France,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Ines de la Fressange,inesdelafressange.fr,France,Contemporary,Mid-High,Limited,Manual,Low,Competitor,,MISSING
Sessun,sessun.com,France,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Des Petits Hauts,despetitshauts.com,France,Contemporary,Mid,Yes,Affiliate,Low,Competitor,,MISSING
Soeur,soeur.fr,France,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Antik Batik,antikbatik.fr,France,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Bash,ba-sh.com,France,Contemporary,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
Comptoir des Cotonniers,comptoirdescotonniers.com,France,Contemporary,Mid,Yes,Affiliate,Low,Competitor,,MISSING
Vanessa Bruno,vanessabruno.com,France,Designer,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
Paul & Joe,paulandjoe.com,France,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Gerard Darel,gerarddarel.com,France,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Paul Smith,paulsmith.com,UK,Designer,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
Vivienne Westwood,viviennewestwood.com,UK,Designer,High,Limited,Manual,Medium,Competitor,,MISSING
Alexander McQueen,alexandermcqueen.com,UK,Designer,Luxury,Limited,Manual,High,Competitor,,MISSING
Burberry,burberry.com,UK,Designer,Luxury,Limited,Manual,High,Competitor,,MISSING
Mulberry,mulberry.com,UK,Accessories,Luxury,Yes,Affiliate,High,Competitor,,MISSING
Aspinal of London,aspinaloflondon.com,UK,Accessories,High,Yes,Affiliate,Medium,Competitor,,MISSING
LK Bennett,lkbennett.com,UK,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Boden,boden.com,UK,Contemporary,Mid,Yes,Affiliate,High,Competitor,,MISSING
Seasalt Cornwall,seasaltcornwall.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Joules,joules.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Toast,toa stdesign.com,UK,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Margaret Howell,margarethowell.co.uk,UK,Designer,High,Limited,Manual,Low,Competitor,,MISSING
Orla Kiely,orlakiely.com,Ireland,Designer,Mid,Limited,Manual,Low,Competitor,,MISSING
Olivia Rubin,oliviarubin.com,UK,Designer,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
RIXO,rixo.co.uk,UK,Designer,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
Kitri,kitristudio.com,UK,Contemporary,Mid,Yes,Affiliate,High,Competitor,,MISSING
Omnes,omnes-store.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Nobody's Child,nobodyschild.com,UK,Contemporary,Mid,Yes,Affiliate,High,Competitor,,MISSING
Kitx,kitx.com,Australia,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Albus Lumen,albuslumen.com,Australia,Contemporary,High,Limited,Manual,Low,Competitor,,MISSING
Venroy,venroy.com.au,Australia,Contemporary,Mid-High,Limited,Manual,Low,Competitor,,MISSING
Anna Quan,annaquan.com,Australia,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Maggie Marilyn,maggiemarilyn.com,New Zealand,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Karen Walker,karenwalker.com,New Zealand,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Kowtow,kowtowclothing.com,New Zealand,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Lonely,lonelylabel.com,New Zealand,Intimates,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Jac + Jack,jacandjack.com,Australia,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Bassike,bassike.com,Australia,Contemporary,High,Yes,Affiliate,High,Competitor,,MISSING
Asceno,asceno.com,UK/Bali,Contemporary,High,Yes,Affiliate,Medium,Competitor,,MISSING
LemLem,lemlem.com,Ethiopia/US,Contemporary,High,Yes,Affiliate,Medium,Competitor,,MISSING
Mara Hoffman,marahoffman.com,US,Designer,High,Yes,Affiliate,High,Competitor,,MISSING
Whit,whitneypozgay.com,US,Designer,High,Limited,Manual,Low,Competitor,,MISSING
Mara Hoffman,marahoffman.com,US,Designer,High,Yes,Affiliate,High,Competitor,,MISSING
Roksanda,roksanda.com,UK,Designer,Luxury,Limited,Manual,Medium,Competitor,,MISSING
Ulla Johnson,ullajohnson.com,US,Designer,High,Yes,Affiliate,High,Competitor,,MISSING
Tove,tove-studio.com,Sweden,Designer,High,Limited,Manual,Medium,Competitor,,MISSING
Bite Studios,bitestudios.com,Sweden,Designer,High,Limited,Manual,Low,Competitor,,MISSING
Frankie Shop,thefrankieshop.com,France,Contemporary,High,Yes,Affiliate,High,Competitor,,MISSING
Gauge81,gauge81.com,UAE,Designer,High,Limited,Manual,Medium,Competitor,,MISSING
Nanushka,nanushka.com,Hungary,Designer,High,Yes,Affiliate,High,Competitor,,MISSING
Bevza,bevza.com,Ukraine,Designer,High,Limited,Manual,Medium,Competitor,,MISSING
The Attico,theattico.com,Italy,Designer,Luxury,Limited,Manual,High,Competitor,,MISSING
MSGM,msgm.it,Italy,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
GCDS,gcds.it,Italy,Designer,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
MSGM,msgm.it,Italy,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Plan C,planc-milano.com,Italy,Designer,High,Limited,Manual,Low,Competitor,,MISSING
Forte Forte,forteforteonline.com,Italy,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Luisa Beccaria,luisabeccaria.com,Italy,Designer,Luxury,Limited,Manual,Low,Competitor,,MISSING
Alberta Ferretti,albertaferretti.com,Italy,Designer,Luxury,Limited,Manual,Medium,Competitor,,MISSING
Philosophy di Lorenzo Serafini,philosophy.it,Italy,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
N°21,n21.it,Italy,Designer,High,Limited,Manual,Medium,Competitor,,MISSING
MSGM,msgm.it,Italy,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Ports 1961,ports1961.com,Italy/Canada,Designer,High,Limited,Manual,Low,Competitor,,MISSING
Pinko,pinko.com,Italy,Contemporary,Mid,Yes,Affiliate,High,Competitor,,MISSING
Liu Jo,liujo.com,Italy,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Patrizia Pepe,patriziapepe.com,Italy,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Twin-Set,twinset.com,Italy,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Elisabetta Franchi,elisabettafranchi.com,Italy,Designer,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Rinascimento,rinascimento.com,Italy,Contemporary,Mid,Yes,Affiliate,Low,Competitor,,MISSING
Motivi,motivifashion.com,Italy,Fast Fashion,Budget-Mid,Yes,Affiliate,Low,Competitor,,MISSING
OVS,ovs.it,Italy,Fast Fashion,Budget,Yes,Affiliate,Low,Competitor,,MISSING
Tezenis,tezenis.com,Italy,Intimates,Budget,Yes,Affiliate,Medium,Competitor,,MISSING
Calzedonia,calzedonia.com,Italy,Hosiery,Budget-Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Intimissimi,intimissimi.com,Italy,Intimates,Budget-Mid,Yes,Affiliate,High,Competitor,,MISSING
Yamamay,yamamay.com,Italy,Intimates,Budget-Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Golden Lady,goldenlady.com,Italy,Hosiery,Budget,Yes,Affiliate,Low,Competitor,,MISSING
Wolford,wolford.com,Austria,Hosiery,High,Yes,Affiliate,Medium,Competitor,,MISSING
Marc Cain,marc-cain.com,Germany,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Drykorn,drykorn.com,Germany,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Closed,closed.com,Germany,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Strenesse,strenesse.com,Germany,Designer,High,Limited,Manual,Low,Competitor,,MISSING
Windsor,windsor.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK,,MISSING
Charlotte Russe,charlotterusse.com,US,Fast Fashion,Budget,Yes,Affiliate,Low,LTK,,MISSING
Bebe,bebe.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK,,MISSING
bebe Sport,bebe.com/sport,US,Activewear,Mid,Yes,Affiliate,Low,LTK,,MISSING
Express,express.com,US,Contemporary,Mid,Yes,Affiliate,High,LTK,,MISSING
The Limited,thelimited.com,US,Contemporary,Mid,Yes,Affiliate,Low,LTK,,MISSING
New York & Company,nyandcompany.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK,,MISSING
White House Black Market,whitehouseblackmarket.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK,,MISSING
Chico's,chicos.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK,,MISSING
Ann Taylor,anntaylor.com,US,Contemporary,Mid,Yes,Affiliate,High,LTK,,MISSING
LOFT,loft.com,US,Contemporary,Mid,Yes,Affiliate,High,LTK,,MISSING
Talbots,talbots.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK,,MISSING
Soft Surroundings,softsurroundings.com,US,Contemporary,Mid-High,Yes,Affiliate,Low,LTK,,MISSING
J.Jill,jjill.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK,,MISSING
Coldwater Creek,coldwatercreek.com,US,Contemporary,Mid,Yes,Affiliate,Low,LTK,,MISSING
Garnet Hill,garnethill.com,US,Lifestyle,Mid-High,Yes,Affiliate,Low,LTK,,MISSING
Orvis,orvis.com,US,Lifestyle,Mid,Yes,Affiliate,Low,LTK,,MISSING
L.L.Bean,llbean.com,US,Outerwear,Mid,Yes,Affiliate,Medium,LTK,,MISSING
Lands' End,landsend.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK,,MISSING
Eddie Bauer,eddiebauer.com,US,Outerwear,Mid,Yes,Affiliate,Medium,LTK,,MISSING
Patagonia,patagonia.com,US,Outerwear,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
Arc'teryx,arcteryx.com,Canada,Outerwear,High,Yes,Affiliate,High,Competitor,,MISSING
Canada Goose,canadagoose.com,Canada,Outerwear,Luxury,Yes,Affiliate,High,Competitor,,MISSING
Moose Knuckles,mooseknucklescanada.com,Canada,Outerwear,High,Yes,Affiliate,Medium,Competitor,,MISSING
Nobis,nobis.com,Canada,Outerwear,High,Yes,Affiliate,Low,Competitor,,MISSING
Mackage,mackage.com,Canada,Outerwear,High,Yes,Affiliate,High,Competitor,,MISSING
Rudsak,rudsak.com,Canada,Outerwear,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Soia & Kyo,soiakyo.com,Canada,Outerwear,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
Aritzia,aritzia.com,Canada,Contemporary,Mid-High,Yes,Affiliate,Critical,Competitor,,MISSING
TNA,aritzia.com/tna,Canada,Activewear,Mid,Yes,Affiliate,High,Competitor,,MISSING
Wilfred,aritzia.com/wilfred,Canada,Contemporary,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
Babaton,aritzia.com/babaton,Canada,Contemporary,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
Sunday Best,aritzia.com/sunday-best,Canada,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Oak + Fort,oakandfort.com,Canada,Contemporary,Mid,Yes,Affiliate,High,Competitor,,MISSING
Smythe,smythecollection.com,Canada,Contemporary,High,Yes,Affiliate,Medium,Competitor,,MISSING
Mejuri,mejuri.com,Canada,Jewelry,Mid,Yes,Affiliate,Critical,Competitor,,MISSING
Knix,knix.com,Canada,Intimates,Mid,Yes,Affiliate,High,Competitor,,MISSING
Frank And Oak,frankandoak.com,Canada,Contemporary,Mid,Yes,Affiliate,High,Competitor,,MISSING
KOTN,kotn.com,Canada,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Tentree,tentree.com,Canada,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
ABLE,livefashionable.com,US,Contemporary,Mid,Yes,Affiliate,High,Competitor,,MISSING
Nisolo,nisolo.com,US,Shoes,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
Everlane,everlane.com,US,Contemporary,Mid,Yes,Affiliate,High,Competitor,,MISSING
Reformation,thereformation.com,US,Contemporary,Mid-High,Yes,Affiliate,Critical,Competitor,,MISSING
Christy Dawn,christydawn.com,US,Contemporary,High,Yes,Affiliate,Medium,Competitor,,MISSING
Whimsy + Row,whimsyandrow.com,US,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
LACAUSA,lacausaclothing.com,US,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Thinking MU,thinkingmu.com,Spain,Contemporary,Mid,Yes,Affiliate,Low,Competitor,,MISSING
Organic Basics,organicbasics.com,Denmark,Basics,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Wearwell,wearwell.com,US,Marketplace,Mid-High,Limited,Manual,Low,Competitor,,MISSING
Pact,wearpact.com,US,Basics,Budget-Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Alternative Apparel,alternativeapparel.com,US,Basics,Budget-Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Threads 4 Thought,threads4thought.com,US,Contemporary,Mid,Yes,Affiliate,Low,Competitor,,MISSING
People Tree,peopletree.co.uk,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Thought,wearethought.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Beaumont Organic,beaumontorganic.com,UK,Contemporary,Mid-High,Yes,Affiliate,Low,Competitor,,MISSING
Birdsong,birdsong.london,UK,Contemporary,Mid,Limited,Manual,Low,Competitor,,MISSING
Ninety Percent,ninetypercent.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Rapanui,rapanuiclothing.com,UK,Basics,Mid,Yes,Affiliate,Low,Competitor,,MISSING
Outland Denim,outlanddenim.com,Australia,Denim,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Nobody Denim,nobodydenim.com,Australia,Denim,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Afends,afends.com,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Spell & The Gypsy Collective,spell.co,Australia,Contemporary,Mid-High,Yes,Affiliate,High,Competitor,,MISSING
Rowie The Label,rowie.com.au,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Nude Lucy,nudeluc y.com.au,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
The Fifth Label,thefifthlabel.com,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Finders Keepers,finderskeepersthelabel.com,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
C/MEO Collective,cmeocollective.com,Australia,Contemporary,Mid,Yes,Affiliate,High,Competitor,,MISSING
Keepsake,keepsake thelabel.com,Australia,Contemporary,Mid,Yes,Affiliate,High,Competitor,,MISSING
Maurie & Eve,maurieandeve.com,Australia,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Camilla and Marc,camillaandmarc.com,Australia,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Bec + Bridge,becandbridge.com.au,Australia,Designer,High,Yes,Affiliate,High,Competitor,,MISSING
Sir The Label,sirthelabel.com,Australia,Designer,High,Yes,Affiliate,High,Competitor,,MISSING
Significant Other,significantother.com.au,Australia,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Alice McCall,alicemccall.com,Australia,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Zimmermann,zimmermannwear.com,Australia,Designer,Luxury,Yes,Affiliate,High,Competitor,,MISSING
Dion Lee,dionlee.com,Australia,Designer,Luxury,Limited,Manual,Medium,Competitor,,MISSING
Aje,ajeworld.com.au,Australia,Designer,High,Yes,Affiliate,High,Competitor,,MISSING
Christopher Esber,christopheresber.com.au,Australia,Designer,High,Yes,Affiliate,High,Competitor,,MISSING
Acler,acler.com.au,Australia,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Manning Cartell,manningcartell.com.au,Australia,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
By Johnny,byjohnny.com.au,Australia,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Lee Mathews,leemathews.com.au,Australia,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Anna Quan,annaquan.com,Australia,Designer,High,Yes,Affiliate,Medium,Competitor,,MISSING
Hansen & Gretel,hansenandgretel.com,Australia,Designer,High,Limited,Manual,Low,Competitor,,MISSING
Georgia Alice,georgiaalice.com,Australia,Designer,High,Limited,Manual,Low,Competitor,,MISSING
Kacey Devlin,kaceydevlin.com,Australia,Designer,Mid-High,Limited,Manual,Low,Competitor,,MISSING
Beare Park,bearepark.com,Australia,Designer,High,Limited,Manual,Low,Competitor,,MISSING
Paris Georgia,parisgeorgia.com,Australia,Designer,High,Limited,Manual,Low,Competitor,,MISSING
Third Form,thirdform.com.au,Australia,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Mara & Mine,maraandmine.com.au,Australia,Contemporary,Mid,Limited,Manual,Low,Competitor,,MISSING
Rowie,rowie.com.au,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Rue Stiic,ruestiic.com,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Dissh,dissh.com.au,Australia,Fast Fashion,Budget-Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Stelly,stellyclothing.com,Australia,Fast Fashion,Budget-Mid,Yes,Affiliate,Low,Competitor,,MISSING
Runaway The Label,runawaythelabel.com,Australia,Fast Fashion,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Hello Molly,hellomolly.com,Australia,Fast Fashion,Budget-Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Beginning Boutique,beginningboutique.com,Australia,Fast Fashion,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Sabo Skirt,saboskirt.com,Australia,Fast Fashion,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Tiger Mist,tigermist.com,Australia,Fast Fashion,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
White Fox Boutique,whitefoxboutique.com,Australia,Fast Fashion,Mid,Yes,Affiliate,High,Competitor,,MISSING
Princess Polly,princesspolly.com,Australia,Fast Fashion,Mid,Yes,Affiliate,High,Competitor,,MISSING
Peppermayo,peppermayo.com,Australia,Fast Fashion,Mid,Yes,Affiliate,High,Competitor,,MISSING
Showpo,showpo.com,Australia,Fast Fashion,Mid,Yes,Affiliate,High,Competitor,,MISSING
Fashion Nova,fashionnova.com,US,Fast Fashion,Budget,Yes,Affiliate,High,Competitor,,MISSING
Pretty Little Thing,prettylittlething.com,UK,Fast Fashion,Budget,Yes,Affiliate,High,Competitor,,MISSING
Boohoo,boohoo.com,UK,Fast Fashion,Budget,Yes,Affiliate,High,Competitor,,MISSING
Missguided,missguided.com,UK,Fast Fashion,Budget,Yes,Affiliate,High,Competitor,,MISSING
Nasty Gal,nastygal.com,US,Fast Fashion,Mid,Yes,Affiliate,High,Competitor,,MISSING
Dolls Kill,dollskill.com,US,Fast Fashion,Mid,Yes,Affiliate,High,Competitor,,MISSING
UNIF,unifclothing.com,US,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Lazy Oaf,lazyoaf.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
The Ragged Priest,theraggedpriest.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Jaded London,jadedlondon.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
O-Mighty,o-mighty.com,US,Fast Fashion,Mid,Limited,Manual,Low,Competitor,,MISSING
Widow,widowbrand.com,US,Contemporary,Mid,Limited,Manual,Low,Competitor,,MISSING
Killstar,killstar.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Disturbia,disturbia.co.uk,UK,Contemporary,Mid,Yes,Affiliate,Low,Competitor,,MISSING
Iron Fist,ironfistclothing.com,UK,Contemporary,Mid,Yes,Affiliate,Low,Competitor,,MISSING
Blackcraft Cult,blackcraftcult.com,US,Contemporary,Mid,Yes,Affiliate,Low,Competitor,,MISSING
UNIF,unifclothing.com,US,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor,,MISSING
Lazy Oaf,lazyoaf.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
Valfré,valfre.com,US,Contemporary,Mid,Yes,Affiliate,Medium,Competitor,,MISSING
The Cobra Snake,thecobrasnake.com,US,Contemporary,Mid,Limited,Manual,Low,Competitor,,MISSING
Local Heroes,local-heroes.com,Poland,Contemporary,Mid,Limited,Manual,Low,Competitor,,MISSING
